"","Program","Year","Period","State","State.ANSI","Strawberries","items","discription","units","measurement","dname","type","Domain.Category","title","Pesticide","Number","Value","CV....","Pesticide_old","Carcinogen","Hormone.Disruptor","Neurotoxins","Developmental.or.Reproductive.Toxins","Bee.Toxins"
"1864","SURVEY",2018,"YEAR - AUG FORECAST","NEW YORK",36,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"44","",NA,NA,NA,NA,NA,NA
"1865","SURVEY",2018,"YEAR - AUG FORECAST","NORTH CAROLINA",37,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"125","",NA,NA,NA,NA,NA,NA
"1866","SURVEY",2018,"YEAR - AUG FORECAST","OREGON",41,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"100","",NA,NA,NA,NA,NA,NA
"1867","SURVEY",2018,"YEAR - AUG FORECAST","WASHINGTON",53,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"105","",NA,NA,NA,NA,NA,NA
"1868","SURVEY",2017,"YEAR","CALIFORNIA",6,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"645","",NA,NA,NA,NA,NA,NA
"1869","SURVEY",2017,"YEAR","FLORIDA",12,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"225","",NA,NA,NA,NA,NA,NA
"1870","SURVEY",2017,"YEAR","NEW YORK",36,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"39","",NA,NA,NA,NA,NA,NA
"1871","SURVEY",2017,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"135","",NA,NA,NA,NA,NA,NA
"1872","SURVEY",2017,"YEAR","OREGON",41,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"91","",NA,NA,NA,NA,NA,NA
"1873","SURVEY",2017,"YEAR","WASHINGTON",53,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"95","",NA,NA,NA,NA,NA,NA
"1874","SURVEY",2017,"YEAR - AUG FORECAST","CALIFORNIA",6,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"710","",NA,NA,NA,NA,NA,NA
"1875","SURVEY",2017,"YEAR - AUG FORECAST","FLORIDA",12,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"230","",NA,NA,NA,NA,NA,NA
"1876","SURVEY",2017,"YEAR - AUG FORECAST","NEW YORK",36,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"39","",NA,NA,NA,NA,NA,NA
"1877","SURVEY",2017,"YEAR - AUG FORECAST","NORTH CAROLINA",37,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"135","",NA,NA,NA,NA,NA,NA
"1878","SURVEY",2017,"YEAR - AUG FORECAST","OREGON",41,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"85","",NA,NA,NA,NA,NA,NA
"1879","SURVEY",2017,"YEAR - AUG FORECAST","WASHINGTON",53,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"95","",NA,NA,NA,NA,NA,NA
"1880","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"710","",NA,NA,NA,NA,NA,NA
"1881","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","CHEMICAL, FUNGICIDE","AZOXYSTROBIN"," 128810","2,300","","AZOXYSTROBIN",NA,NA,NA,NA,NA
"1882","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","CHEMICAL, FUNGICIDE",NA," 16482"," (NA)","","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",NA,NA,NA,NA,NA
"1883","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)","CHEMICAL, FUNGICIDE",NA," 6485"," (NA)","","BACILLUS PUMILUS",NA,NA,NA,NA,NA
"1884","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","CHEMICAL, FUNGICIDE",NA," 6479"," (NA)","","BACILLUS SUBTILIS",NA,NA,NA,NA,NA
"1885","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","CHEMICAL, FUNGICIDE",NA," 30006","4,400","","BLAD",NA,NA,NA,NA,NA
"1886","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","CHEMICAL, FUNGICIDE",NA," 11102"," (D)","","BORAX DECAHYDRATE",NA,NA,NA,NA,NA
"1887","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","CHEMICAL, FUNGICIDE","BOSCALID"," 128008","11,000","","BOSCALID","possible",NA,NA,NA,NA
"1888","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","CHEMICAL, FUNGICIDE","CAPTAN"," 81301","222,600","","CAPTAN","known",NA,NA,NA,NA
"1889","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)","CHEMICAL, FUNGICIDE",NA," 25601"," (D)","","COPPER OXIDE",NA,NA,NA,NA,NA
"1890","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","CHEMICAL, FUNGICIDE",NA," 555550","300","","CYFLUFENAMID",NA,NA,NA,NA,NA
"1891","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","CHEMICAL, FUNGICIDE","CYPRODINIL"," 288202","13,700","","CYPRODINIL",NA,NA,NA,NA,NA
"1892","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","CHEMICAL, FUNGICIDE","FENHEXAMID"," 90209","20,800","","FENHEXAMID",NA,NA,NA,NA,NA
"1893","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","CHEMICAL, FUNGICIDE","FLUDIOXONIL"," 71503","9,200","","FLUDIOXONIL",NA,NA,NA,NA,"slight"
"1894","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","CHEMICAL, FUNGICIDE",NA," 80302","1,000","","FLUOPYRAM",NA,NA,NA,NA,NA
"1895","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","CHEMICAL, FUNGICIDE",NA," 138009","2,900","","FLUXAPYROXAD",NA,NA,NA,NA,NA
"1896","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","CHEMICAL, FUNGICIDE",NA," 123301"," (D)","","FOSETYL-AL",NA,NA,NA,NA,NA
"1897","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)","CHEMICAL, FUNGICIDE","IPRODIONE"," 109801"," (D)","","IPRODIONE","known","suspected",NA,NA,NA
"1898","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","CHEMICAL, FUNGICIDE",NA," 113502","2,300","","MEFENOXAM",NA,NA,NA,NA,NA
"1899","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","CHEMICAL, FUNGICIDE",NA," 76416"," (D)","","MONO-POTASSIUM SALT",NA,NA,NA,NA,NA
"1900","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","CHEMICAL, FUNGICIDE","MYCLOBUTANIL"," 128857","2,900","","MYCLOBUTANIL",NA,"suspected",NA,"present",NA
"1901","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","CHEMICAL, FUNGICIDE",NA," 90112","4,500","","PENTHIOPYRAD",NA,NA,NA,NA,NA
"1902","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","CHEMICAL, FUNGICIDE",NA," 230000","700","","POLYOXIN D ZINC SALT",NA,NA,NA,NA,NA
"1903","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","CHEMICAL, FUNGICIDE",NA," 73508","32,100","","POTASSIUM BICARBON.",NA,NA,NA,NA,NA
"1904","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","CHEMICAL, FUNGICIDE","PROPICONAZOLE"," 122101","2,200","","PROPICONAZOLE","possible","suspected",NA,"present","slight"
"1905","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","CHEMICAL, FUNGICIDE","PYRACLOSTROBIN"," 99100","8,700","","PYRACLOSTROBIN",NA,NA,NA,NA,"slight"
"1906","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","CHEMICAL, FUNGICIDE","PYRIMETHANIL"," 288201","14,100","","PYRIMETHANIL","possible","suspected",NA,NA,"slight"
"1907","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","CHEMICAL, FUNGICIDE",NA," 55459","3,500","","QUINOLINE",NA,NA,NA,NA,NA
"1908","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","CHEMICAL, FUNGICIDE",NA," 6327"," (NA)","","STREPTOMYCES LYDICUS",NA,NA,NA,NA,NA
"1909","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","CHEMICAL, FUNGICIDE",NA," 77501","637,100","","SULFUR",NA,NA,NA,NA,NA
"1910","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","CHEMICAL, FUNGICIDE",NA," 120603","600","","TETRACONAZOLE",NA,NA,NA,NA,NA
"1911","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","CHEMICAL, FUNGICIDE",NA," 102001","6,700","","THIOPHANATE-METHYL",NA,NA,NA,NA,NA
"1912","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","CHEMICAL, FUNGICIDE",NA," 79801"," (D)","","THIRAM",NA,NA,NA,NA,NA
"1913","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","CHEMICAL, FUNGICIDE",NA,NA,"1,035,100","","TOTAL",NA,NA,NA,NA,NA
"1914","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","CHEMICAL, FUNGICIDE","TRIFLOXYSTROBIN"," 129112","1,900","","TRIFLOXYSTROBIN",NA,NA,NA,NA,NA
"1915","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","CHEMICAL, FUNGICIDE","TRIFLUMIZOLE"," 128879","5,600","","TRIFLUMIZOLE",NA,NA,NA,NA,"slight"
"1916","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (AMMONIUM PELARGONATE = 31802)","CHEMICAL, HERBICIDE",NA," 31802"," (D)","","AMMONIUM PELARGONATE",NA,NA,NA,NA,NA
"1917","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","CHEMICAL, HERBICIDE",NA," 129034","500","","FLUMIOXAZIN",NA,NA,NA,NA,NA
"1918","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","CHEMICAL, HERBICIDE",NA," 111601","3,000","","OXYFLUORFEN",NA,NA,NA,NA,NA
"1919","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","CHEMICAL, HERBICIDE",NA," 108501","15,600","","PENDIMETHALIN",NA,NA,NA,NA,NA
"1920","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","CHEMICAL, HERBICIDE",NA," 129081"," (D)","","SULFENTRAZONE",NA,NA,NA,NA,NA
"1921","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","CHEMICAL, HERBICIDE",NA,NA,"19,600","","TOTAL",NA,NA,NA,NA,NA
"1922","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","CHEMICAL, INSECTICIDE",NA," 122804","300","","ABAMECTIN",NA,NA,NA,NA,NA
"1923","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","CHEMICAL, INSECTICIDE",NA," 6329","2,500","","ACEQUINOCYL",NA,NA,NA,NA,NA
"1924","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","CHEMICAL, INSECTICIDE","ACETAMIPRID"," 99050","3,300","","ACETAMIPRID",NA,NA,NA,NA,"moderate"
"1925","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","CHEMICAL, INSECTICIDE",NA," 121701","1,500","","AZADIRACHTIN",NA,NA,NA,NA,NA
"1926","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","CHEMICAL, INSECTICIDE","BIFENAZATE"," 586","6,200","","BIFENAZATE",NA,NA,NA,NA,"moderate"
"1927","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","CHEMICAL, INSECTICIDE","BIFENTHRIN"," 128825","2,700","","BIFENTHRIN","possible","suspected",NA,"present","high"
"1928","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","CHEMICAL, INSECTICIDE",NA," 6523"," (NA)","","BT KURSTAK ABTS-1857",NA,NA,NA,NA,NA
"1929","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","CHEMICAL, INSECTICIDE",NA," 6522"," (NA)","","BT KURSTAKI ABTS-351",NA,NA,NA,NA,NA
"1930","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","CHEMICAL, INSECTICIDE",NA," 6519"," (NA)","","BT KURSTAKI SA-11",NA,NA,NA,NA,NA
"1931","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)","CHEMICAL, INSECTICIDE",NA," 6426"," (NA)","","BT SUB AIZAWAI GC-91",NA,NA,NA,NA,NA
"1932","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","CHEMICAL, INSECTICIDE",NA," 6534"," (NA)","","BURKHOLDERIA A396 CELLS & MEDIA",NA,NA,NA,NA,NA
"1933","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","CHEMICAL, INSECTICIDE","CARBARYL"," 56801"," (D)","","CARBARYL","known","suspected","present","present","high"
"1934","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","CHEMICAL, INSECTICIDE",NA," 90100","1,400","","CHLORANTRANILIPROLE",NA,NA,NA,NA,NA
"1935","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","CHEMICAL, INSECTICIDE","CHLORPYRIFOS"," 59101"," (D)","","CHLORPYRIFOS",NA,"suspected","present",NA,"high"
"1936","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","CHEMICAL, INSECTICIDE",NA," 16329"," (NA)","","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",NA,NA,NA,NA,NA
"1937","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","CHEMICAL, INSECTICIDE",NA," 138831","3,200","","CYFLUMETOFEN",NA,NA,NA,NA,NA
"1938","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","CHEMICAL, INSECTICIDE",NA," 107091"," (D)","","ETOXAZOLE",NA,NA,NA,NA,NA
"1939","SURVEY",2016,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","CHEMICAL, INSECTICIDE","FENPROPATHRIN"," 127901","4,600","","FENPROPATHRIN",NA,NA,NA,NA,NA
